case_uid,target,tool,priority,priority_reason,case_kind,status_label,run_dir,run_id,mode,input_bc,input_ll,raw_artifact,raw_row_or_line,reported_file,reported_line,reported_column,location_validity,source_region,project_source_only,header_context,ir_function,ir_instruction,ir_line,ir_snippet,source_snippet,message,root_cause_hint,confidence,needs_manual_review,manual_verdict,evidence_files,notes
seahorn.lepton.O2g.000303,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,303,Target/lepton/src/vp8/model/model.hh,1011,9,valid,project_header,0,project_header,,,,"%158 = insertelement <4 x i32> undef, i32 %157, i64 0, !dbg !29494"," 1009:         const auto &neighbor = context.above_unchecked();
 1010:         ITER(coeffs_x_low, coeffs_a_low, 0, 8);
>1011:         ITER(coeffs_x_high, coeffs_a_high, 4, 8);
 1012:         const int32_t * icos = ProbabilityTablesBase::icos_idct_edge_8192_dequantized_x((int)COLOR) + band * 8;
 1013:         return compute_lak_vec(coeffs_x_low, coeffs_x_high, coeffs_a_low, coeffs_a_high, icos);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=303;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000304,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,304,Target/lepton/src/vp8/model/model.hh,1011,9,valid,project_header,0,project_header,,,,"%174 = insertelement <4 x i32> undef, i32 %173, i64 0, !dbg !29494"," 1009:         const auto &neighbor = context.above_unchecked();
 1010:         ITER(coeffs_x_low, coeffs_a_low, 0, 8);
>1011:         ITER(coeffs_x_high, coeffs_a_high, 4, 8);
 1012:         const int32_t * icos = ProbabilityTablesBase::icos_idct_edge_8192_dequantized_x((int)COLOR) + band * 8;
 1013:         return compute_lak_vec(coeffs_x_low, coeffs_x_high, coeffs_a_low, coeffs_a_high, icos);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=304;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000305,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,305,Target/lepton/src/vp8/model/model.hh,949,15,valid,project_header,0,project_header,,,,"%197 = shufflevector <4 x i32> %196, <4 x i32> poison, <4 x i32> <i32 1, i32 undef, i32 undef, i32 undef>, !dbg !29642"," 947:         __m128i sum = _mm_add_epi32(deq_low, deq_high);
 948:         sum = _mm_add_epi32(sum, _mm_srli_si128(sum, 8));
>949:         sum = _mm_add_epi32(sum, _mm_srli_si128(sum, 4));
 950:         // coeffs_x[0] = sum(coeffs_x)
 951:         int32_t prediction = _mm_cvtsi128_si32(sum);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=305;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000306,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,306,Target/lepton/src/vp8/model/model.hh,721,68,valid,project_header,0,project_header,,,,"%86 = shufflevector <8 x i16> %85, <8 x i16> poison, <8 x i32> <i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !29417"," 719:                                                                    pixels_sans_dc[17],
 720:                                                                    pixels_sans_dc[9],
>721:                                                                    pixels_sans_dc[1]));
 722: 
 723:                 __m128i pixels_delta_div2 = shift_right_round_zero_epi16(pixels_delta, 1);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=306;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000307,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,307,Target/lepton/src/vp8/model/model.hh,1025,9,valid,project_header,0,project_header,,,,"%135 = insertelement <4 x i32> undef, i32 %134, i64 0, !dbg !29268"," 1023:         __m128i coeffs_a_high;
 1024:         const auto &neighbor = context.left_unchecked();
>1025:         ITER(coeffs_x_low, coeffs_a_low, 0, 1);
 1026:         ITER(coeffs_x_high, coeffs_a_high, 4, 1);
 1027: #undef ITER",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=307;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000308,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,308,Target/lepton/src/vp8/model/model.hh,1026,9,valid,project_header,0,project_header,,,,"%152 = insertelement <4 x i32> undef, i32 %151, i64 0, !dbg !29474"," 1024:         const auto &neighbor = context.left_unchecked();
 1025:         ITER(coeffs_x_low, coeffs_a_low, 0, 1);
>1026:         ITER(coeffs_x_high, coeffs_a_high, 4, 1);
 1027: #undef ITER
 1028:         const int32_t *icos = ProbabilityTablesBase::icos_idct_edge_8192_dequantized_y((int)COLOR) + band;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=308;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000309,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,309,Target/lepton/src/vp8/model/model.hh,1026,9,valid,project_header,0,project_header,,,,"%168 = insertelement <4 x i32> undef, i32 %167, i64 0, !dbg !29474"," 1024:         const auto &neighbor = context.left_unchecked();
 1025:         ITER(coeffs_x_low, coeffs_a_low, 0, 1);
>1026:         ITER(coeffs_x_high, coeffs_a_high, 4, 1);
 1027: #undef ITER
 1028:         const int32_t *icos = ProbabilityTablesBase::icos_idct_edge_8192_dequantized_y((int)COLOR) + band;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=309;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000310,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,310,Target/lepton/src/vp8/model/model.hh,949,15,valid,project_header,0,project_header,,,,"%190 = shufflevector <4 x i32> %189, <4 x i32> poison, <4 x i32> <i32 1, i32 undef, i32 undef, i32 undef>, !dbg !29615"," 947:         __m128i sum = _mm_add_epi32(deq_low, deq_high);
 948:         sum = _mm_add_epi32(sum, _mm_srli_si128(sum, 8));
>949:         sum = _mm_add_epi32(sum, _mm_srli_si128(sum, 4));
 950:         // coeffs_x[0] = sum(coeffs_x)
 951:         int32_t prediction = _mm_cvtsi128_si32(sum);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=310;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000311,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,311,Target/lepton/src/vp8/model/model.hh,1010,9,valid,project_header,0,project_header,,,,"%137 = insertelement <4 x i32> undef, i32 %136, i64 0, !dbg !29275"," 1008:         dev_assert(band/8 == 0 && ""this function only works for the top edge"");
 1009:         const auto &neighbor = context.above_unchecked();
>1010:         ITER(coeffs_x_low, coeffs_a_low, 0, 8);
 1011:         ITER(coeffs_x_high, coeffs_a_high, 4, 8);
 1012:         const int32_t * icos = ProbabilityTablesBase::icos_idct_edge_8192_dequantized_x((int)COLOR) + band * 8;",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=311;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000312,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,312,Target/lepton/src/vp8/model/model.hh,1011,9,valid,project_header,0,project_header,,,,"%154 = insertelement <4 x i32> undef, i32 %153, i64 0, !dbg !29487"," 1009:         const auto &neighbor = context.above_unchecked();
 1010:         ITER(coeffs_x_low, coeffs_a_low, 0, 8);
>1011:         ITER(coeffs_x_high, coeffs_a_high, 4, 8);
 1012:         const int32_t * icos = ProbabilityTablesBase::icos_idct_edge_8192_dequantized_x((int)COLOR) + band * 8;
 1013:         return compute_lak_vec(coeffs_x_low, coeffs_x_high, coeffs_a_low, coeffs_a_high, icos);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=312;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
seahorn.lepton.O2g.000313,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,313,Target/lepton/src/vp8/model/model.hh,1011,9,valid,project_header,0,project_header,,,,"%170 = insertelement <4 x i32> undef, i32 %169, i64 0, !dbg !29487"," 1009:         const auto &neighbor = context.above_unchecked();
 1010:         ITER(coeffs_x_low, coeffs_a_low, 0, 8);
>1011:         ITER(coeffs_x_high, coeffs_a_high, 4, 8);
 1012:         const int32_t * icos = ProbabilityTablesBase::icos_idct_edge_8192_dequantized_x((int)COLOR) + band * 8;
 1013:         return compute_lak_vec(coeffs_x_low, coeffs_x_high, coeffs_a_low, coeffs_a_high, icos);",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh;source_resolution=exact;all_cases_case_id=313;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/vp8/model/model.hh
