case_id,source_mode,file,line,column,message,bitcode_snippet,log_file
11,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%122 = insertelement <4 x float> poison, float %119, i64 0, !dbg !573",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
12,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%123 = shufflevector <4 x float> %122, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !573",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
13,smc_typeoff,Target/zfp/src/template/decode.c,74,43,Possible read of undefined value at,"%254 = shufflevector <4 x i32> %253, <4 x i32> poison, <2 x i32> <i32 2, i32 undef>, !dbg !778",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
14,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%269 = insertelement <4 x i32> poison, i32 %249, i64 0, !dbg !811",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
15,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%274 = shufflevector <2 x i32> %264, <2 x i32> poison, <4 x i32> <i32 0, i32 1, i32 undef, i32 undef>, !dbg !811",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
16,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%288 = insertelement <4 x float> poison, float %286, i64 0, !dbg !821",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
17,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%289 = shufflevector <4 x float> %288, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !821",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
18,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%124 = insertelement <2 x double> poison, double %119, i64 0, !dbg !573",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
19,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%125 = shufflevector <2 x double> %124, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !573",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
20,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%22 = insertelement <2 x float> poison, float %16, i64 0, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
21,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%23 = shufflevector <2 x float> %22, <2 x float> poison, <2 x i32> zeroinitializer, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
22,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%51 = insertelement <8 x float> poison, float %16, i64 0, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
23,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%52 = shufflevector <8 x float> %51, <8 x float> poison, <8 x i32> zeroinitializer, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
24,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%53 = insertelement <8 x float> poison, float %18, i64 0, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
25,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%54 = shufflevector <2 x float> %28, <2 x float> poison, <8 x i32> <i32 0, i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
26,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%56 = shufflevector <2 x float> %36, <2 x float> poison, <8 x i32> <i32 0, i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
27,smc_typeoff,Target/zfp/src/template/encodef.c,57,25,Possible read of undefined value at,"%58 = shufflevector <2 x float> %44, <2 x float> poison, <8 x i32> <i32 0, i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !463",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
28,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%67 = shufflevector <8 x i32> %62, <8 x i32> undef, <4 x i32> <i32 0, i32 undef, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
29,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%68 = shufflevector <2 x i32> %25, <2 x i32> poison, <4 x i32> <i32 0, i32 1, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
30,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%72 = insertelement <4 x float> poison, float %65, i64 0, !dbg !485",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
31,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%73 = shufflevector <4 x float> %72, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !485",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
32,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%78 = shufflevector <8 x i32> %62, <8 x i32> undef, <4 x i32> <i32 2, i32 undef, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
33,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%79 = shufflevector <2 x i32> %33, <2 x i32> poison, <4 x i32> <i32 0, i32 1, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
34,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%87 = shufflevector <8 x i32> %62, <8 x i32> undef, <4 x i32> <i32 4, i32 undef, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
35,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%88 = shufflevector <2 x i32> %41, <2 x i32> poison, <4 x i32> <i32 0, i32 1, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
36,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%96 = shufflevector <8 x i32> %62, <8 x i32> undef, <4 x i32> <i32 6, i32 undef, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
37,smc_typeoff,Target/zfp/src/template/codecf.c,30,30,Possible read of undefined value at,"%97 = shufflevector <2 x i32> %49, <2 x i32> poison, <4 x i32> <i32 0, i32 1, i32 undef, i32 undef>, !dbg !484",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
38,smc_typeoff,Target/zfp/src/template/revencodef.c,37,11,Possible read of undefined value at,"%202 = insertelement <8 x i32> poison, i32 %165, i64 0, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
39,smc_typeoff,Target/zfp/src/template/revencodef.c,37,11,Possible read of undefined value at,"%203 = shufflevector <2 x i32> %171, <2 x i32> poison, <8 x i32> <i32 0, i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
40,smc_typeoff,Target/zfp/src/template/revencodef.c,37,11,Possible read of undefined value at,"%205 = shufflevector <2 x i32> %177, <2 x i32> poison, <8 x i32> <i32 0, i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
41,smc_typeoff,Target/zfp/src/template/revencodef.c,37,11,Possible read of undefined value at,"%207 = shufflevector <2 x i32> %183, <2 x i32> poison, <8 x i32> <i32 0, i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
42,smc_typeoff,Target/zfp/src/template/revencode.c,25,21,Possible read of undefined value at,"%267 = shufflevector <8 x i32> %241, <8 x i32> undef, <2 x i32> <i32 4, i32 2>, !dbg !673",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
43,smc_typeoff,Target/zfp/src/template/revencode.c,27,5,Possible read of undefined value at,"%272 = shufflevector <8 x i32> %241, <8 x i32> undef, <2 x i32> <i32 5, i32 3>, !dbg !676",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
44,smc_typeoff,Target/zfp/src/template/revencode.c,25,13,Possible read of undefined value at,"%280 = shufflevector <8 x i32> %241, <8 x i32> undef, <2 x i32> <i32 2, i32 0>, !dbg !681",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
45,smc_typeoff,Target/zfp/src/template/revencode.c,25,13,Possible read of undefined value at,"%296 = insertelement <2 x i32> poison, i32 %295, i64 0, !dbg !681",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
46,smc_typeoff,Target/zfp/src/template/encode.c,78,19,Possible read of undefined value at,"%459 = insertelement <4 x i32> poison, i32 %423, i64 0, !dbg !667",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
47,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%196 = insertelement <4 x float> poison, float %191, i64 0, !dbg !574",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
48,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%197 = shufflevector <4 x float> %196, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !574",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
49,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%455 = insertelement <4 x i32> poison, i32 %414, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
50,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%459 = insertelement <4 x i32> poison, i32 %438, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
51,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%474 = insertelement <4 x i32> poison, i32 %411, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
52,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%478 = insertelement <4 x i32> poison, i32 %435, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
53,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%493 = insertelement <4 x i32> poison, i32 %412, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
54,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%497 = insertelement <4 x i32> poison, i32 %436, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
55,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%512 = insertelement <4 x i32> poison, i32 %413, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
56,smc_typeoff,Target/zfp/src/template/decode.c,37,13,Possible read of undefined value at,"%516 = insertelement <4 x i32> poison, i32 %437, i64 0, !dbg !834",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
57,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%531 = insertelement <4 x float> poison, float %529, i64 0, !dbg !844",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
58,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%532 = shufflevector <4 x float> %531, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !844",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
59,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%196 = insertelement <2 x double> poison, double %191, i64 0, !dbg !573",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
60,smc_typeoff,Target/zfp/src/template/codecf.c,30,28,Possible read of undefined value at,"%197 = shufflevector <2 x double> %196, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !573",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
61,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%51 = insertelement <4 x float> poison, float %50, i64 0, !dbg !470",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
62,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%52 = shufflevector <4 x float> %51, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !470",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
63,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%166 = insertelement <4 x float> poison, float %165, i64 0, !dbg !522",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
64,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%167 = shufflevector <4 x float> %166, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !522",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
65,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%991 = insertelement <4 x float> poison, float %990, i64 0, !dbg !1039",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
66,smc_typeoff,Target/zfp/src/template/encodef.c,56,3,Possible read of undefined value at,"%992 = shufflevector <4 x float> %991, <4 x float> poison, <4 x i32> zeroinitializer, !dbg !1039",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
67,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%31 = insertelement <2 x i32> poison, i32 %28, i64 0, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
68,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%32 = shufflevector <2 x i32> %31, <2 x i32> poison, <2 x i32> zeroinitializer, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
69,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%181 = insertelement <2 x i32> poison, i32 %176, i64 0, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
70,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%182 = shufflevector <2 x i32> %181, <2 x i32> poison, <2 x i32> zeroinitializer, !dbg !599",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
71,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%84 = insertelement <2 x double> poison, double %83, i64 0, !dbg !534",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
72,smc_typeoff,Target/zfp/src/template/codecf.c,29,3,Possible read of undefined value at,"%85 = shufflevector <2 x double> %84, <2 x double> poison, <2 x i32> zeroinitializer, !dbg !534",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
73,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%34 = insertelement <2 x i64> poison, i64 %33, i64 0, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
74,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%35 = shufflevector <2 x i64> %34, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
75,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%184 = insertelement <2 x i64> poison, i64 %179, i64 0, !dbg !596",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
76,smc_typeoff,Target/zfp/src/template/encode.c,193,5,Possible read of undefined value at,"%185 = shufflevector <2 x i64> %184, <2 x i64> poison, <2 x i32> zeroinitializer, !dbg !596",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
77,smc_typeoff,Target/zfp/src/template/encode.c,106,5,Possible read of undefined value at,"%31 = insertelement <2 x i32> poison, i32 %28, i64 0, !dbg !424",/home/jimi/PaperExperiment/CompilerOptimization/Result/zfp/seahorn/seahorn-O2-g/result/run_20260320_121720_fixed_fullscan/log/sea.smc.stats.typeoff.stderr.log
